Kids_First_Biospecimen_ID	cluster_k
BS_HDPCQETG	E1
BS_HJRTC9JQ	E1
BS_HJV0J603	E1
BS_HRJ9145M	E1
BS_HWGWYCY7	E1
BS_HZ9AYDCQ	E1
BS_J4JY2F3H	E1
BS_J6212Y48	E2
BS_J6W1RB7A	E1
BS_J9CBGP57	E2
BS_JB43XBCQ	E1
BS_JDSNFYQ0	E1
BS_JJVH7WR0	E2
BS_JMD386Z2	E1
BS_JP95KMRD	E1
BS_JQGJQ2QZ	E1
BS_JQVAWTTM	E1
BS_JQXHHK0K	E2
BS_JRYJGYC4	E1
BS_JS95PE0J	E1
BS_JTWNJ8T7	E2
BS_JVW2JJ39	E2
BS_K0X3PZGN	E1
BS_K17VQECG	E1
BS_K2PCC777	E1
BS_K74N1BXQ	E1
BS_K81PZXP2	E1
BS_K88T8SW7	E1
BS_KABQQA0T	E2
BS_KBEX4RT2	E2
BS_KFD5128N	E2
BS_KKDTW11T	E2
BS_KP735TJ6	E2
BS_KQ6ZW085	E2
BS_KRS4EV4X	E2
BS_KS8HMGA6	E1
BS_KVPWHDR4	E1
BS_M0FA190Y	E1
BS_M0XGZ53Z	E2
BS_M1PVEHCM	E2
BS_M54TWTH4	E1
BS_M7XB258E	E1
BS_M85CXHDV	E1
BS_MB7WN0ZB	E1
BS_MD0937XT	E2
BS_MDBT7S5Z	E2
BS_ME6VQGG4	E2
BS_MFGZH8FK	E2
BS_MG78HQDM	E2
BS_MWWZBQ60	E2
BS_N6TQBQ8M	E2
BS_N7SW36FD	E1
BS_N7VQ1GQB	E1
BS_NB9XXBW6	E2
BS_NEFAASTR	E1
BS_NEVYM2FP	E2
BS_NFKKDYSV	E1
BS_NGSG2KB6	E1
BS_NNYXMSTX	E1
BS_NPA6CZQF	E2
BS_NQ54ST98	E1
BS_NR3P3GN2	E1
BS_NX1R0BC3	E1
BS_P0QF87WC	E1
BS_P4PMWFMV	E2
BS_P7W3AYKV	E1
BS_PENM28KT	E2
BS_PJC6FH4Y	E1
BS_PS0P3QJ3	E2
BS_PXCPK5XS	E1
BS_PZVHMSYN	E2
BS_Q06J3RYW	E1
BS_Q35GFYDR	E2
BS_Q9N5PRD5	E2
BS_QB84TBA3	E2
BS_QGKEP3KB	E1
BS_QH0VYVJK	E1
BS_QHY302E8	E1
BS_QMBS32Y2	E2
BS_QNNX91SM	E2
BS_QY2G1JZJ	E1
BS_QYA4TQXX	E2
BS_R5JQE0VJ	E2
BS_R5SNFB5B	E2
BS_R9B92M75	E1
BS_RHAWQJ48	E1
BS_RHM60031	E1
BS_RJC3WDD6	E2
BS_RN0VAY51	E1
BS_RX1YTZ7F	E2
BS_RZBFH1QF	E2
BS_S2TA8R29	E1
BS_S3C2PZAH	E1
BS_S3MET0JZ	E2
BS_S4V9E1XJ	E1
BS_S5P8VTN5	E1
BS_S6B9DVNS	E2
BS_S6S7SK3P	E2
BS_S8K878T3	E1
BS_SBMAM00V	E2
BS_SBMCD7XZ	E1
BS_SD0EMK7Y	E1
BS_SD8YBRBR	E2
BS_SERDGASJ	E1
BS_SJVTZ5TH	E2
BS_SMWQR2F1	E2
BS_SNVM7CZT	E1
BS_SR2RGDXJ	E1
BS_SW9Z10F9	E1
BS_SY3J3XR9	E2
BS_T1YHK6B7	E2
BS_T2F48Z4E	E1
BS_T9A8JJW5	E2
BS_TASG32Z2	E2
BS_TGS109T3	E2
BS_TM9MH0RP	E1
BS_TR2P8KRF	E2
BS_TRKH2SPE	E2
BS_TRPXB3AV	E2
BS_TTDNZTZ0	E1
BS_TTE04ZP8	E1
BS_TV5B86ZD	E2
BS_TVH33J9Q	E2
BS_TXZ7KHTQ	E2
BS_V0DQFC75	E2
BS_V3Z3DB4N	E2
BS_V558NW3Q	E1
BS_V6RSB5HQ	E2
BS_V8QWBVS3	E1
BS_VBMRQK4F	E1
BS_VDFXXMEX	E2
BS_VF3NVT4G	E1
BS_VKH87DD2	E1
BS_VKHJG2B8	E1
BS_VKYEM67A	E1
BS_VMQMGSJY	E1
BS_VVTHDRBD	E2
BS_W1385R8Y	E2
BS_W4DB5RP1	E2
BS_W7MFJZ5A	E1
BS_WBVSK3MP	E2
BS_WEKK6SHP	E2
BS_WHBEXD5H	E1
BS_WQ1YRTAT	E2
BS_WTJEDTZC	E1
BS_WVRX4C9Z	E1
BS_X0XXN9BK	E1
BS_X1G0TKP4	E1
BS_X20JCR4H	E1
BS_X23724NJ	E1
BS_X3HR4Z21	E1
BS_X4DD4KSZ	E1
BS_X4X1SFSE	E2
BS_XG0DBWVT	E2
BS_XGDPK33A	E2
BS_XM1AHBDJ	E2
BS_XQ5SFW35	E1
BS_XQXXBWPD	E1
BS_XYVCMF4A	E2
BS_XZM79E42	E1
BS_YA0KMBRT	E2
BS_YDEVMD24	E2
BS_YMKQT5V0	E1
BS_YR12D1ZY	E1
BS_YSZRQ95C	E1
BS_YTWEM5SG	E1
BS_YZ2QFDAN	E2
BS_Z0ZPD9S9	E1
BS_Z3RCA1T9	E1
BS_Z8F3GM85	E1
BS_ZD5HN296	E1
BS_ZF6BSFNF	E1
BS_ZM97KKXE	E1
BS_ZV1P6W9C	E2
BS_ZVM8CAB0	E1
BS_ZZWMD6FA	E1
